Village_Name,State_Name,District_Name,Block_Name,Pincode,Input_Parameter1,Input_Parameter2,Input_Parameter3,Input_Parameter4,Input_Parameter0
Rewaratu,Jharkhand,PALAMU,SATBARWA,822126.0,"REWARATU,Jharkhand","REWARATU,PALAMU,Jharkhand","REWARATU,SATBARWA,Jharkhand","REWARATU,SATBARWA,PALAMU,Jharkhand","REWARATU,Jharkhand,822126.0"
Roopnagar,Uttar Pradesh,BALRAMPUR,TULSIPUR,271208.0,"ROOPNAGAR,Uttar Pradesh","ROOPNAGAR,BALRAMPUR,Uttar Pradesh","ROOPNAGAR,TULSIPUR,Uttar Pradesh","ROOPNAGAR,TULSIPUR,BALRAMPUR,Uttar Pradesh","ROOPNAGAR,Uttar Pradesh,271208.0"
Rowauli,Jharkhand,PASHCHIMI SINGHBHUM,BANDGAON,835216.0,"ROWAULI,Jharkhand","ROWAULI,PASHCHIMI SINGHBHUM,Jharkhand","ROWAULI,BANDGAON,Jharkhand","ROWAULI,BANDGAON,PASHCHIMI SINGHBHUM,Jharkhand","ROWAULI,Jharkhand,835216.0"
Rudauli,Bihar,SITAMARHI,NANPUR,843333.0,"RUDAULI,Bihar","RUDAULI,SITAMARHI,Bihar","RUDAULI,NANPUR,Bihar","RUDAULI,NANPUR,SITAMARHI,Bihar","RUDAULI,Bihar,843333.0"
Rudawa,Jharkhand,PALAMU,CHHATARPUR,822113.0,"RUDAWA,Jharkhand","RUDAWA,PALAMU,Jharkhand","RUDAWA,CHHATARPUR,Jharkhand","RUDAWA,CHHATARPUR,PALAMU,Jharkhand","RUDAWA,Jharkhand,822113.0"
Rulhi Nizamat,Bihar,PASHCHIM CHAMPARAN,MAJHAULIA,845454.0,"RULHI NIZAMAT,Bihar","RULHI NIZAMAT,PASHCHIM CHAMPARAN,Bihar","RULHI NIZAMAT,MAJHAULIA,Bihar","RULHI NIZAMAT,MAJHAULIA,PASHCHIM CHAMPARAN,Bihar","RULHI NIZAMAT,Bihar,845454.0"
Rusulpur,Bihar,SITAMARHI,MAJORGANJ,843315.0,"RUSULPUR,Bihar","RUSULPUR,SITAMARHI,Bihar","RUSULPUR,MAJORGANJ,Bihar","RUSULPUR,MAJORGANJ,SITAMARHI,Bihar","RUSULPUR,Bihar,843315.0"
Sabeya Khurd,Bihar,PASHCHIM CHAMPARAN,CHANPATIA,845450.0,"SABEYA KHURD,Bihar","SABEYA KHURD,PASHCHIM CHAMPARAN,Bihar","SABEYA KHURD,CHANPATIA,Bihar","SABEYA KHURD,CHANPATIA,PASHCHIM CHAMPARAN,Bihar","SABEYA KHURD,Bihar,845450.0"
Sadhwapur,Uttar Pradesh,BALRAMPUR,GAINSARI,271604.0,"SADHWAPUR,Uttar Pradesh","SADHWAPUR,BALRAMPUR,Uttar Pradesh","SADHWAPUR,GAINSARI,Uttar Pradesh","SADHWAPUR,GAINSARI,BALRAMPUR,Uttar Pradesh","SADHWAPUR,Uttar Pradesh,271604.0"
Sadma,Jharkhand,PALAMU,CHHATARPUR,822113.0,"SADMA,Jharkhand","SADMA,PALAMU,Jharkhand","SADMA,CHHATARPUR,Jharkhand","SADMA,CHHATARPUR,PALAMU,Jharkhand","SADMA,Jharkhand,822113.0"
Sahargawan,Bihar,SITAMARHI,PARIHAR,843324.0,"SAHARGAWAN,Bihar","SAHARGAWAN,SITAMARHI,Bihar","SAHARGAWAN,PARIHAR,Bihar","SAHARGAWAN,PARIHAR,SITAMARHI,Bihar","SAHARGAWAN,Bihar,843324.0"
Sahiara,Bihar,SITAMARHI,BATHNAHA,843332.0,"SAHIARA,Bihar","SAHIARA,SITAMARHI,Bihar","SAHIARA,BATHNAHA,Bihar","SAHIARA,BATHNAHA,SITAMARHI,Bihar","SAHIARA,Bihar,843332.0"
Sahijna,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271207.0,"SAHIJNA,Uttar Pradesh","SAHIJNA,BALRAMPUR,Uttar Pradesh","SAHIJNA,HARAIYA SATGHARWA,Uttar Pradesh","SAHIJNA,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","SAHIJNA,Uttar Pradesh,271207.0"
Sakaldipa,Jharkhand,PALAMU,PANKI,822122.0,"SAKALDIPA,Jharkhand","SAKALDIPA,PALAMU,Jharkhand","SAKALDIPA,PANKI,Jharkhand","SAKALDIPA,PANKI,PALAMU,Jharkhand","SAKALDIPA,Jharkhand,822122.0"
Sakhuani,Bihar,PASHCHIM CHAMPARAN,RAMNAGAR,845106.0,"SAKHUANI,Bihar","SAKHUANI,PASHCHIM CHAMPARAN,Bihar","SAKHUANI,RAMNAGAR,Bihar","SAKHUANI,RAMNAGAR,PASHCHIM CHAMPARAN,Bihar","SAKHUANI,Bihar,845106.0"
Sakri,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271207.0,"SAKRI,Uttar Pradesh","SAKRI,BALRAMPUR,Uttar Pradesh","SAKRI,HARAIYA SATGHARWA,Uttar Pradesh","SAKRI,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","SAKRI,Uttar Pradesh,271207.0"
Samda,Uttar Pradesh,BALRAMPUR,BALRAMPUR,271201.0,"SAMDA,Uttar Pradesh","SAMDA,BALRAMPUR,Uttar Pradesh","SAMDA,BALRAMPUR,Uttar Pradesh","SAMDA,BALRAMPUR,BALRAMPUR,Uttar Pradesh","SAMDA,Uttar Pradesh,271201.0"
Samhuta,Bihar,PASHCHIM CHAMPARAN,NARKATIAGANJ,845449.0,"SAMHUTA,Bihar","SAMHUTA,PASHCHIM CHAMPARAN,Bihar","SAMHUTA,NARKATIAGANJ,Bihar","SAMHUTA,NARKATIAGANJ,PASHCHIM CHAMPARAN,Bihar","SAMHUTA,Bihar,845449.0"
Sanbrahmani Taranga,Odisha,SUNDERGARH,LATHIKATA,769004.0,"SANBRAHMANI TARANGA,Odisha","SANBRAHMANI TARANGA,SUNDERGARH,Odisha","SANBRAHMANI TARANGA,LATHIKATA,Odisha","SANBRAHMANI TARANGA,LATHIKATA,SUNDERGARH,Odisha","SANBRAHMANI TARANGA,Odisha,769004.0"
Sangeetpur,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271207.0,"SANGEETPUR,Uttar Pradesh","SANGEETPUR,BALRAMPUR,Uttar Pradesh","SANGEETPUR,HARAIYA SATGHARWA,Uttar Pradesh","SANGEETPUR,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","SANGEETPUR,Uttar Pradesh,271207.0"
Sangramdih,Jharkhand,DEOGHAR,SARATH,815351.0,"SANGRAMDIH,Jharkhand","SANGRAMDIH,DEOGHAR,Jharkhand","SANGRAMDIH,SARATH,Jharkhand","SANGRAMDIH,SARATH,DEOGHAR,Jharkhand","SANGRAMDIH,Jharkhand,815351.0"
Sanrunju,Jharkhand,PASHCHIMI SINGHBHUM,MANJHARI,833201.0,"SANRUNJU,Jharkhand","SANRUNJU,PASHCHIMI SINGHBHUM,Jharkhand","SANRUNJU,MANJHARI,Jharkhand","SANRUNJU,MANJHARI,PASHCHIMI SINGHBHUM,Jharkhand","SANRUNJU,Jharkhand,833201.0"
Sarai Khas,Uttar Pradesh,BALRAMPUR,REHRA BAZAR,271307.0,"SARAI KHAS,Uttar Pradesh","SARAI KHAS,BALRAMPUR,Uttar Pradesh","SARAI KHAS,REHRA BAZAR,Uttar Pradesh","SARAI KHAS,REHRA BAZAR,BALRAMPUR,Uttar Pradesh","SARAI KHAS,Uttar Pradesh,271307.0"
Sarasmal,Odisha,BOLANGIR,DEOGAON,767029.0,"SARASMAL,Odisha","SARASMAL,BOLANGIR,Odisha","SARASMAL,DEOGAON,Odisha","SARASMAL,DEOGAON,BOLANGIR,Odisha","SARASMAL,Odisha,767029.0"
Sardalpatti,Bihar,SITAMARHI,PARIHAR,843324.0,"SARDALPATTI,Bihar","SARDALPATTI,SITAMARHI,Bihar","SARDALPATTI,PARIHAR,Bihar","SARDALPATTI,PARIHAR,SITAMARHI,Bihar","SARDALPATTI,Bihar,843324.0"
Sardiha,Jharkhand,PASHCHIMI SINGHBHUM,HATGAMAHARIA,833214.0,"SARDIHA,Jharkhand","SARDIHA,PASHCHIMI SINGHBHUM,Jharkhand","SARDIHA,HATGAMAHARIA,Jharkhand","SARDIHA,HATGAMAHARIA,PASHCHIMI SINGHBHUM,Jharkhand","SARDIHA,Jharkhand,833214.0"
Sarkahwa,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271207.0,"SARKAHWA,Uttar Pradesh","SARKAHWA,BALRAMPUR,Uttar Pradesh","SARKAHWA,HARAIYA SATGHARWA,Uttar Pradesh","SARKAHWA,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","SARKAHWA,Uttar Pradesh,271207.0"
Sarsot,Jharkhand,PALAMU,HARIHARGANJ,822113.0,"SARSOT,Jharkhand","SARSOT,PALAMU,Jharkhand","SARSOT,HARIHARGANJ,Jharkhand","SARSOT,HARIHARGANJ,PALAMU,Jharkhand","SARSOT,Jharkhand,822113.0"
Sarwarpur,Bihar,SITAMARHI,SONBARSA,843317.0,"SARWARPUR,Bihar","SARWARPUR,SITAMARHI,Bihar","SARWARPUR,SONBARSA,Bihar","SARWARPUR,SONBARSA,SITAMARHI,Bihar","SARWARPUR,Bihar,843317.0"
Satni,Uttar Pradesh,BALRAMPUR,PACHPERWA,271206.0,"SATNI,Uttar Pradesh","SATNI,BALRAMPUR,Uttar Pradesh","SATNI,PACHPERWA,Uttar Pradesh","SATNI,PACHPERWA,BALRAMPUR,Uttar Pradesh","SATNI,Uttar Pradesh,271206.0"
Satpoutia,Odisha,MAYURBHANJ,KUSUMI,757050.0,"SATPOUTIA,Odisha","SATPOUTIA,MAYURBHANJ,Odisha","SATPOUTIA,KUSUMI,Odisha","SATPOUTIA,KUSUMI,MAYURBHANJ,Odisha","SATPOUTIA,Odisha,757050.0"
Satrahiya,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271207.0,"SATRAHIYA,Uttar Pradesh","SATRAHIYA,BALRAMPUR,Uttar Pradesh","SATRAHIYA,HARAIYA SATGHARWA,Uttar Pradesh","SATRAHIYA,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","SATRAHIYA,Uttar Pradesh,271207.0"
Saur Bhaur,Bihar,SITAMARHI,PARIHAR,843324.0,"SAUR BHAUR,Bihar","SAUR BHAUR,SITAMARHI,Bihar","SAUR BHAUR,PARIHAR,Bihar","SAUR BHAUR,PARIHAR,SITAMARHI,Bihar","SAUR BHAUR,Bihar,843324.0"
Saytaba,Jharkhand,PASHCHIMI SINGHBHUM,GOELKERA,833102.0,"SAYTABA,Jharkhand","SAYTABA,PASHCHIMI SINGHBHUM,Jharkhand","SAYTABA,GOELKERA,Jharkhand","SAYTABA,GOELKERA,PASHCHIMI SINGHBHUM,Jharkhand","SAYTABA,Jharkhand,833102.0"
Sehriwa,Uttar Pradesh,BALRAMPUR,TULSIPUR,271205.0,"SEHRIWA,Uttar Pradesh","SEHRIWA,BALRAMPUR,Uttar Pradesh","SEHRIWA,TULSIPUR,Uttar Pradesh","SEHRIWA,TULSIPUR,BALRAMPUR,Uttar Pradesh","SEHRIWA,Uttar Pradesh,271205.0"
Sekhuiya Bhya,Uttar Pradesh,BALRAMPUR,BALRAMPUR,271607.0,"SEKHUIYA BHYA,Uttar Pradesh","SEKHUIYA BHYA,BALRAMPUR,Uttar Pradesh","SEKHUIYA BHYA,BALRAMPUR,Uttar Pradesh","SEKHUIYA BHYA,BALRAMPUR,BALRAMPUR,Uttar Pradesh","SEKHUIYA BHYA,Uttar Pradesh,271607.0"
Semara Labedaha,Bihar,PASHCHIM CHAMPARAN,MADHUBANI,845104.0,"SEMARA LABEDAHA,Bihar","SEMARA LABEDAHA,PASHCHIM CHAMPARAN,Bihar","SEMARA LABEDAHA,MADHUBANI,Bihar","SEMARA LABEDAHA,MADHUBANI,PASHCHIM CHAMPARAN,Bihar","SEMARA LABEDAHA,Bihar,845104.0"
Semari,Jharkhand,PALAMU,UNTARI ROAD,822123.0,"SEMARI,Jharkhand","SEMARI,PALAMU,Jharkhand","SEMARI,UNTARI ROAD,Jharkhand","SEMARI,UNTARI ROAD,PALAMU,Jharkhand","SEMARI,Jharkhand,822123.0"
Semari,Uttar Pradesh,BALRAMPUR,TULSIPUR,822123.0,"SEMARI,Uttar Pradesh","SEMARI,BALRAMPUR,Uttar Pradesh","SEMARI,TULSIPUR,Uttar Pradesh","SEMARI,TULSIPUR,BALRAMPUR,Uttar Pradesh","SEMARI,Uttar Pradesh,822123.0"
Semra Birit,Bihar,PASHCHIM CHAMPARAN,MAJHAULIA,845454.0,"SEMRA BIRIT,Bihar","SEMRA BIRIT,PASHCHIM CHAMPARAN,Bihar","SEMRA BIRIT,MAJHAULIA,Bihar","SEMRA BIRIT,MAJHAULIA,PASHCHIM CHAMPARAN,Bihar","SEMRA BIRIT,Bihar,845454.0"
Semra Ghat,Bihar,PASHCHIM CHAMPARAN,MAJHAULIA,845454.0,"SEMRA GHAT,Bihar","SEMRA GHAT,PASHCHIM CHAMPARAN,Bihar","SEMRA GHAT,MAJHAULIA,Bihar","SEMRA GHAT,MAJHAULIA,PASHCHIM CHAMPARAN,Bihar","SEMRA GHAT,Bihar,845454.0"
Semra Gulriha,Uttar Pradesh,BALRAMPUR,TULSIPUR,271205.0,"SEMRA GULRIHA,Uttar Pradesh","SEMRA GULRIHA,BALRAMPUR,Uttar Pradesh","SEMRA GULRIHA,TULSIPUR,Uttar Pradesh","SEMRA GULRIHA,TULSIPUR,BALRAMPUR,Uttar Pradesh","SEMRA GULRIHA,Uttar Pradesh,271205.0"
Semri Bhawanipur,Bihar,PASHCHIM CHAMPARAN,JOGAPATTI,845452.0,"SEMRI BHAWANIPUR,Bihar","SEMRI BHAWANIPUR,PASHCHIM CHAMPARAN,Bihar","SEMRI BHAWANIPUR,JOGAPATTI,Bihar","SEMRI BHAWANIPUR,JOGAPATTI,PASHCHIM CHAMPARAN,Bihar","SEMRI BHAWANIPUR,Bihar,845452.0"
Serahwa,Bihar,PASHCHIM CHAMPARAN,RAMNAGAR,845105.0,"SERAHWA,Bihar","SERAHWA,PASHCHIM CHAMPARAN,Bihar","SERAHWA,RAMNAGAR,Bihar","SERAHWA,RAMNAGAR,PASHCHIM CHAMPARAN,Bihar","SERAHWA,Bihar,845105.0"
Shahdeeh,Uttar Pradesh,BALRAMPUR,BALRAMPUR,271201.0,"SHAHDEEH,Uttar Pradesh","SHAHDEEH,BALRAMPUR,Uttar Pradesh","SHAHDEEH,BALRAMPUR,Uttar Pradesh","SHAHDEEH,BALRAMPUR,BALRAMPUR,Uttar Pradesh","SHAHDEEH,Uttar Pradesh,271201.0"
Shakhi Rate,Uttar Pradesh,BALRAMPUR,TULSIPUR,223223.0,"SHAKHI RATE,Uttar Pradesh","SHAKHI RATE,BALRAMPUR,Uttar Pradesh","SHAKHI RATE,TULSIPUR,Uttar Pradesh","SHAKHI RATE,TULSIPUR,BALRAMPUR,Uttar Pradesh","SHAKHI RATE,Uttar Pradesh,223223.0"
Shambhuapur,Bihar,PASHCHIM CHAMPARAN,CHANPATIA,845449.0,"SHAMBHUAPUR,Bihar","SHAMBHUAPUR,PASHCHIM CHAMPARAN,Bihar","SHAMBHUAPUR,CHANPATIA,Bihar","SHAMBHUAPUR,CHANPATIA,PASHCHIM CHAMPARAN,Bihar","SHAMBHUAPUR,Bihar,845449.0"
Shampur,Bihar,PASHCHIM CHAMPARAN,MAJHAULIA,845454.0,"SHAMPUR,Bihar","SHAMPUR,PASHCHIM CHAMPARAN,Bihar","SHAMPUR,MAJHAULIA,Bihar","SHAMPUR,MAJHAULIA,PASHCHIM CHAMPARAN,Bihar","SHAMPUR,Bihar,845454.0"
Shankar Pur,Uttar Pradesh,BALRAMPUR,TULSIPUR,271226.0,"SHANKAR PUR,Uttar Pradesh","SHANKAR PUR,BALRAMPUR,Uttar Pradesh","SHANKAR PUR,TULSIPUR,Uttar Pradesh","SHANKAR PUR,TULSIPUR,BALRAMPUR,Uttar Pradesh","SHANKAR PUR,Uttar Pradesh,271226.0"
Shesharpur,Uttar Pradesh,BALRAMPUR,BALRAMPUR,271604.0,"SHESHARPUR,Uttar Pradesh","SHESHARPUR,BALRAMPUR,Uttar Pradesh","SHESHARPUR,BALRAMPUR,Uttar Pradesh","SHESHARPUR,BALRAMPUR,BALRAMPUR,Uttar Pradesh","SHESHARPUR,Uttar Pradesh,271604.0"
Shiva Nagar,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271207.0,"SHIVA NAGAR,Uttar Pradesh","SHIVA NAGAR,BALRAMPUR,Uttar Pradesh","SHIVA NAGAR,HARAIYA SATGHARWA,Uttar Pradesh","SHIVA NAGAR,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","SHIVA NAGAR,Uttar Pradesh,271207.0"
Shiva Nagar,Uttar Pradesh,BALRAMPUR,TULSIPUR,271207.0,"SHIVA NAGAR,Uttar Pradesh","SHIVA NAGAR,BALRAMPUR,Uttar Pradesh","SHIVA NAGAR,TULSIPUR,Uttar Pradesh","SHIVA NAGAR,TULSIPUR,BALRAMPUR,Uttar Pradesh","SHIVA NAGAR,Uttar Pradesh,271207.0"
Shri Nagar,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,843315.0,"SHRI NAGAR,Uttar Pradesh","SHRI NAGAR,BALRAMPUR,Uttar Pradesh","SHRI NAGAR,HARAIYA SATGHARWA,Uttar Pradesh","SHRI NAGAR,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","SHRI NAGAR,Uttar Pradesh,843315.0"
Shyampur Kotraha,Bihar,PASHCHIM CHAMPARAN,NAUTAN,845459.0,"SHYAMPUR KOTRAHA,Bihar","SHYAMPUR KOTRAHA,PASHCHIM CHAMPARAN,Bihar","SHYAMPUR KOTRAHA,NAUTAN,Bihar","SHYAMPUR KOTRAHA,NAUTAN,PASHCHIM CHAMPARAN,Bihar","SHYAMPUR KOTRAHA,Bihar,845459.0"
Sidma,Jharkhand,PASHCHIMI SINGHBHUM,GUDRI,833105.0,"SIDMA,Jharkhand","SIDMA,PASHCHIMI SINGHBHUM,Jharkhand","SIDMA,GUDRI,Jharkhand","SIDMA,GUDRI,PASHCHIMI SINGHBHUM,Jharkhand","SIDMA,Jharkhand,833105.0"
Sidma,Jharkhand,PASHCHIMI SINGHBHUM,TANTNAGAR,833105.0,"SIDMA,Jharkhand","SIDMA,PASHCHIMI SINGHBHUM,Jharkhand","SIDMA,TANTNAGAR,Jharkhand","SIDMA,TANTNAGAR,PASHCHIMI SINGHBHUM,Jharkhand","SIDMA,Jharkhand,833105.0"
Sihaldey,Jharkhand,PALAMU,PANDU,822124.0,"SIHALDEY,Jharkhand","SIHALDEY,PALAMU,Jharkhand","SIHALDEY,PANDU,Jharkhand","SIHALDEY,PANDU,PALAMU,Jharkhand","SIHALDEY,Jharkhand,822124.0"
Sikander Bojhi,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271207.0,"SIKANDER BOJHI,Uttar Pradesh","SIKANDER BOJHI,BALRAMPUR,Uttar Pradesh","SIKANDER BOJHI,HARAIYA SATGHARWA,Uttar Pradesh","SIKANDER BOJHI,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","SIKANDER BOJHI,Uttar Pradesh,271207.0"
Silati,Odisha,NABARANGPUR,UMERKOTE,764073.0,"SILATI,Odisha","SILATI,NABARANGPUR,Odisha","SILATI,UMERKOTE,Odisha","SILATI,UMERKOTE,NABARANGPUR,Odisha","SILATI,Odisha,764073.0"
Simarsot,Jharkhand,PALAMU,HAIDARNAGAR,822115.0,"SIMARSOT,Jharkhand","SIMARSOT,PALAMU,Jharkhand","SIMARSOT,HAIDARNAGAR,Jharkhand","SIMARSOT,HAIDARNAGAR,PALAMU,Jharkhand","SIMARSOT,Jharkhand,822115.0"
Sindribera,Jharkhand,PASHCHIMI SINGHBHUM,BANDGAON,835216.0,"SINDRIBERA,Jharkhand","SINDRIBERA,PASHCHIMI SINGHBHUM,Jharkhand","SINDRIBERA,BANDGAON,Jharkhand","SINDRIBERA,BANDGAON,PASHCHIMI SINGHBHUM,Jharkhand","SINDRIBERA,Jharkhand,835216.0"
Singhwapur,Uttar Pradesh,BALRAMPUR,BALRAMPUR,271607.0,"SINGHWAPUR,Uttar Pradesh","SINGHWAPUR,BALRAMPUR,Uttar Pradesh","SINGHWAPUR,BALRAMPUR,Uttar Pradesh","SINGHWAPUR,BALRAMPUR,BALRAMPUR,Uttar Pradesh","SINGHWAPUR,Uttar Pradesh,271607.0"
Sinkhaman,Odisha,BOLANGIR,BALANGIR,767029.0,"SINKHAMAN,Odisha","SINKHAMAN,BOLANGIR,Odisha","SINKHAMAN,BALANGIR,Odisha","SINKHAMAN,BALANGIR,BOLANGIR,Odisha","SINKHAMAN,Odisha,767029.0"
Sirabahal,Odisha,BOLANGIR,DEOGAON,767067.0,"SIRABAHAL,Odisha","SIRABAHAL,BOLANGIR,Odisha","SIRABAHAL,DEOGAON,Odisha","SIRABAHAL,DEOGAON,BOLANGIR,Odisha","SIRABAHAL,Odisha,767067.0"
Sirahiya,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271207.0,"SIRAHIYA,Uttar Pradesh","SIRAHIYA,BALRAMPUR,Uttar Pradesh","SIRAHIYA,HARAIYA SATGHARWA,Uttar Pradesh","SIRAHIYA,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","SIRAHIYA,Uttar Pradesh,271207.0"
Sirahwa,Bihar,PASHCHIM CHAMPARAN,NARKATIAGANJ,845103.0,"SIRAHWA,Bihar","SIRAHWA,PASHCHIM CHAMPARAN,Bihar","SIRAHWA,NARKATIAGANJ,Bihar","SIRAHWA,NARKATIAGANJ,PASHCHIM CHAMPARAN,Bihar","SIRAHWA,Bihar,845103.0"
Siringia,Odisha,KANDHAMAL,K.NUAGAM,762106.0,"SIRINGIA,Odisha","SIRINGIA,KANDHAMAL,Odisha","SIRINGIA,K.NUAGAM,Odisha","SIRINGIA,K.NUAGAM,KANDHAMAL,Odisha","SIRINGIA,Odisha,762106.0"
Siriya,Uttar Pradesh,BALRAMPUR,BALRAMPUR,815357.0,"SIRIYA,Uttar Pradesh","SIRIYA,BALRAMPUR,Uttar Pradesh","SIRIYA,BALRAMPUR,Uttar Pradesh","SIRIYA,BALRAMPUR,BALRAMPUR,Uttar Pradesh","SIRIYA,Uttar Pradesh,815357.0"
Sirliguda,Odisha,NABARANGPUR,UMERKOTE,764073.0,"SIRLIGUDA,Odisha","SIRLIGUDA,NABARANGPUR,Odisha","SIRLIGUDA,UMERKOTE,Odisha","SIRLIGUDA,UMERKOTE,NABARANGPUR,Odisha","SIRLIGUDA,Odisha,764073.0"
Sirsihwa,Uttar Pradesh,BALRAMPUR,PACHPERWA,271210.0,"SIRSIHWA,Uttar Pradesh","SIRSIHWA,BALRAMPUR,Uttar Pradesh","SIRSIHWA,PACHPERWA,Uttar Pradesh","SIRSIHWA,PACHPERWA,BALRAMPUR,Uttar Pradesh","SIRSIHWA,Uttar Pradesh,271210.0"
Sisai,Bihar,PASHCHIM CHAMPARAN,NARKATIAGANJ,845455.0,"SISAI,Bihar","SISAI,PASHCHIM CHAMPARAN,Bihar","SISAI,NARKATIAGANJ,Bihar","SISAI,NARKATIAGANJ,PASHCHIM CHAMPARAN,Bihar","SISAI,Bihar,845455.0"
Siswa,Uttar Pradesh,BALRAMPUR,PACHPERWA,845453.0,"SISWA,Uttar Pradesh","SISWA,BALRAMPUR,Uttar Pradesh","SISWA,PACHPERWA,Uttar Pradesh","SISWA,PACHPERWA,BALRAMPUR,Uttar Pradesh","SISWA,Uttar Pradesh,845453.0"
Siswania,Bihar,PASHCHIM CHAMPARAN,CHANPATIA,845453.0,"SISWANIA,Bihar","SISWANIA,PASHCHIM CHAMPARAN,Bihar","SISWANIA,CHANPATIA,Bihar","SISWANIA,CHANPATIA,PASHCHIM CHAMPARAN,Bihar","SISWANIA,Bihar,845453.0"
Siuni,Odisha,NABARANGPUR,UMERKOTE,766028.0,"SIUNI,Odisha","SIUNI,NABARANGPUR,Odisha","SIUNI,UMERKOTE,Odisha","SIUNI,UMERKOTE,NABARANGPUR,Odisha","SIUNI,Odisha,766028.0"
Sohgara,Jharkhand,PALAMU,LESLIGANJ,822118.0,"SOHGARA,Jharkhand","SOHGARA,PALAMU,Jharkhand","SOHGARA,LESLIGANJ,Jharkhand","SOHGARA,LESLIGANJ,PALAMU,Jharkhand","SOHGARA,Jharkhand,822118.0"
Sohsa,Bihar,PASHCHIM CHAMPARAN,RAMNAGAR,845106.0,"SOHSA,Bihar","SOHSA,PASHCHIM CHAMPARAN,Bihar","SOHSA,RAMNAGAR,Bihar","SOHSA,RAMNAGAR,PASHCHIM CHAMPARAN,Bihar","SOHSA,Bihar,845106.0"
Sonar,Uttar Pradesh,BALRAMPUR,BALRAMPUR,843327.0,"SONAR,Uttar Pradesh","SONAR,BALRAMPUR,Uttar Pradesh","SONAR,BALRAMPUR,Uttar Pradesh","SONAR,BALRAMPUR,BALRAMPUR,Uttar Pradesh","SONAR,Uttar Pradesh,843327.0"
Sondehi,Bihar,SITAMARHI,SURSAND,843331.0,"SONDEHI,Bihar","SONDEHI,SITAMARHI,Bihar","SONDEHI,SURSAND,Bihar","SONDEHI,SURSAND,SITAMARHI,Bihar","SONDEHI,Bihar,843331.0"
Sonepur Ii,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271207.0,"SONEPUR II,Uttar Pradesh","SONEPUR II,BALRAMPUR,Uttar Pradesh","SONEPUR II,HARAIYA SATGHARWA,Uttar Pradesh","SONEPUR II,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","SONEPUR II,Uttar Pradesh,271207.0"
Sonpokhri,Jharkhand,PASHCHIMI SINGHBHUM,MANOHARPUR,833104.0,"SONPOKHRI,Jharkhand","SONPOKHRI,PASHCHIMI SINGHBHUM,Jharkhand","SONPOKHRI,MANOHARPUR,Jharkhand","SONPOKHRI,MANOHARPUR,PASHCHIMI SINGHBHUM,Jharkhand","SONPOKHRI,Jharkhand,833104.0"
Sonpurwa,Jharkhand,PALAMU,PATAN,843328.0,"SONPURWA,Jharkhand","SONPURWA,PALAMU,Jharkhand","SONPURWA,PATAN,Jharkhand","SONPURWA,PATAN,PALAMU,Jharkhand","SONPURWA,Jharkhand,843328.0"
Soso,Odisha,MAYURBHANJ,BAHALDA,757046.0,"SOSO,Odisha","SOSO,MAYURBHANJ,Odisha","SOSO,BAHALDA,Odisha","SOSO,BAHALDA,MAYURBHANJ,Odisha","SOSO,Odisha,757046.0"
Sudarshan Jot,Uttar Pradesh,BALRAMPUR,TULSIPUR,271205.0,"SUDARSHAN JOT,Uttar Pradesh","SUDARSHAN JOT,BALRAMPUR,Uttar Pradesh","SUDARSHAN JOT,TULSIPUR,Uttar Pradesh","SUDARSHAN JOT,TULSIPUR,BALRAMPUR,Uttar Pradesh","SUDARSHAN JOT,Uttar Pradesh,271205.0"
Sugganagar Lahri,Uttar Pradesh,BALRAMPUR,HARAIYA SATGHARWA,271861.0,"SUGGANAGAR LAHRI,Uttar Pradesh","SUGGANAGAR LAHRI,BALRAMPUR,Uttar Pradesh","SUGGANAGAR LAHRI,HARAIYA SATGHARWA,Uttar Pradesh","SUGGANAGAR LAHRI,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh","SUGGANAGAR LAHRI,Uttar Pradesh,271861.0"
