words,js_file
M K ENTERPRISES,vahan
M K OVERSEAS PVT LTD,mca
M L DALMIYA AND CO LTD,mca
M M ENGINEERING WORKS,vahan
M M INDIA PVT LTD,mca
M M PUMPS AND SPARES,vahan
M M S STEEL PVT LTD,mca
M M TRAILERS,vahan
M M YARNS PVT LTD,mca
M P S STEEL CASTINGS PVT LTD,mca
M POWER MICROFINANCE PRIVATE LIMITED,nbfc
M R ENGINEERING WORKS,vahan
M R KRISHI YANTRA,vahan
M S,vahan
M S AGRO INDUSTRIES,vahan
M S C TECHNOLOGIES LTD,mca
M S CO OP BANK LTD,payments_nach
M S COOPERATIVE BANK,bank
M S ENG WORKS NIMAPADA,vahan
M S G INDUSTRIES,vahan
M S INDUSTRIAL ASSOCIATION,vahan
M S TRANSPORT SERVICES,vahan
M STAR HOTELS KODUVAYUR PVT LTD,mca
M STAR HOTELS PVT LTD,mca
M STAR HOTELS TRAVANCORE PVT LTD,mca
M SURESH CO PVT LTD,mca
M T L INDUSTRIES QUTHBULLAPUR MEDCHAL,vahan
M T W,vahan
M T W ENG WORKS,vahan
M V OMNI PROJECTS INDIA LTD,mca
M V TRAILER,vahan
M VINOD KUMAR,vahan
M VINOD KUMAR AGRO ENGG WORKS,vahan
M X SYSTEMS INTERNATIONAL PVT LTD,mca
M.CT.M. GLOBAL INVESTMENTS PRIVATE LIMITED,power
M/ SRI LAXMI ENGINEERING WORKS RAICHUR,vahan
M2GO ELECTRIC VEHICLE,vahan
M2J E VAHAN,vahan
MA AMBA SPONGE IRON LTD,mca
MA CHANDI DURGA CEMENT LTD,mca
MA CHANDI DURGA ISPAT LTD,mca
MAA ADISHAKTI ENGINEERING,vahan
MAA AGRO IND,vahan
MAA BHAGWATI AGRI ENG WORKS,vahan
MAA BHAGWATI ENTERPRISES,vahan
MAA BHAWANI ENGINEERING WORKS,vahan
MAA CHINTPURNI IRON AND STEEL INDIA PVT LTD,mca
MAA DURGA ENGG WORKS,vahan
MAA ENGINEERING TRAILOR,vahan
MAA ENTERPRISES,vahan
MAA JAGADHATRI ENGINEERING WORKS,vahan
MAA KALI TRAILERS WORKS,vahan
MAA KALPANA ENTERPRISE,vahan
MAA LAXMI INDUSTRIES,vahan
MAA LAXMI STEEL WORKS,vahan
MAA LUXMI E-VEHICLES,vahan
MAA MAHAMAYA INDUSTRIES LTD,mca
MAA MANGALA ENGG CTC,vahan
MAA MANGALA ENTERPRISES SNG,vahan
MAA MANGALA INDUSTRIES,vahan
MAA MANGALA MOTORS AND ENGG RKL,vahan
MAA MOTORS WORKS,vahan
MAA MOTORS WORKSHOP,vahan
MAA S W AND REPAIRING CENTRE,vahan
MAA SANTOSHI ENGG KALAHANDI,vahan
MAA SHAKTI ENGINEERING WORK,vahan
MAA SHAKTI EXIM,vahan
MAA STEEL INDUSTRIES,vahan
MAA TARA ENGINEERING WORKS,vahan
MAA TARANI LOGISTICS LTD,mca
MAA TARINI ENGINEERING,vahan
MAA VASHNAV AGRO,vahan
MAADURGA THERMAL POWER CO LTD,mca
MAAGRITA EXPORTS LTD,mca
MAAHI MILK PRODUCER CO LTD,mca
MAANAVEEYA DEVELOPMENT AND FINANCE PVT LTD,mca
MAARS SOFTWARE INTERNATIONAL LTD,mca
MAASHITLA SECURITIES,broking
MABEN NIDHI LTD,mca
MAC AUTO INDIA,vahan
MAC CHARLES INDIA LTD,mca
MAC INTERNATIONAL (IMPORTER: SEEKA E MOTORS),vahan
MAC TRAILORS ENG WORKS,vahan
MACCAFERRI ENVIRONMENTAL SOLUTIONS PVT LTD,mca
MACDERMID INDIA PVT LTD,mca
MACHINERY MANU CORPN,vahan
MACK STAR MARKETING PVT LTD,mca
MACK TELECOM SERVICES PVT LTD,mca
MACKEIL ISPAT AND FORGING LTD,mca
MACLEODS PHARMACEUTICALS LTD,mca
MACMILLAN PUBLISHERS INDIA PVT LTD,mca
MACNEILL ENGG,vahan
MACNEILL ENGINEERING,vahan
MACONS EQUIPMENTS,vahan
MACQUARIE,internet
MACQUARIE CAPITAL SECURITIES INDIA PVT LTD,mca
MACQUARIE FINANCE (INDIA) PRIVATE LIMITED,nbfc
MACQUARIE FINANCE INDIA PVT LTD,mca
MACRO DAIRY VENTURES PVT LTD,mca
MACRO GROUP PVT LTD,mca
MAD HOTELS PVT LTD,mca
MADAN TRAILERS,vahan
MADAR WELDING WORKS,vahan
MADEENA ENGINEERING WORKS,vahan
MADEENA ENGINEERING WORKS NALGONDA,vahan
MADHAB ENGI WORKS BARIPADA,vahan
MADHAV AGRO INDUSTRIES RAJKOT,vahan
MADHAV MARBLES AND GRANITES LTD,power
MADHAV PHOOLSAGAR NIWAS SHAHPURACORRIDOR HIGHWAYS PVT LTD,mca
MADHAV SEHORA SILODI CORRIDOR HIGHWAYS PVT LTD,mca
MADHAV SOLAR KARNATAKA PVT LTD,mca
MADHAVI ENGINEERING AND MECHANICAL WORKS,vahan
MADHESHWARI URBAN DEVELOPMENT CO OP BANK LTD,payments_nach
MADHU AUTOMOBILES,vahan
MADHU GENRAL ENGINEERING WORKS KNR,vahan
MADHU TRAILER ENG WORKS,vahan
MADHUBAN INDUSTRIES,vahan
MADHUCON GRANITES LTD,mca
MADHUCON INFRA LTD,mca
MADHUCON SUGAR AND POWER INDUSTRIES LTD,mca
MADHUCON TOLL HIGHWAYS LTD,mca
MADHUR MADHUR DIESEL3WA/R D,vahan
MADHURI TRACTORS,vahan
MADHURIMA INTERNATIONAL PVT LTD,mca
MADHUSUDAN ENG WORKS NIMAPADA,vahan
MADHYA BHARAT POWER CORP LTD,mca
MADHYA BIHAR GRAMIN BANK PATNA,bank
MADHYA GUJARAT VIJ CO LTD,mca
MADHYA PRADESH GRAMIN BANK,payments_nach
MADHYA PRADESH JAYPEE MINERALS LTD,mca
MADHYA PRADESH MADHYA KSHETRA VIDYUTVITARAN CO LTD,mca
MADHYA PRADESH PASCHIM KSHETRA VIDYUTVITARAN CO LTD,mca
MADHYA PRADESH POORV KSHETRA VIDYUTVITARAN CO LTD,mca
MADHYA PRADESH POWER GENERATING CO LTD,mca
MADHYA PRADESH POWER TRANSMISSION CO LTD,mca
MADHYA PRADESH RAJYA SAHAKARI BANK MARYADIT,payments_nach
MADHYA PRADESH RAJYA VAN VIKAS NIGAM LTD,mca
MADHYA PRADESH STATE ELECTRONICSDEVELOPMENT CORP LTD,mca
MADHYA PRADESH STATE INDUSTRIALDEVELOPMENT CORP LTD,mca
MADHYA PRADESH STATE INDUSTRIES CORPN LTD,mca
MADHYA PRADESH STOCK EXCHANGE,broking
MADHYAMAM BROADCASTING LTD,mca
MADHYANCHAL GRAMIN BANK,payments_nach
MADHYANCHAL VIDYUT VITRAN NIGAM LTD,mca
MADKINI HYDRO POWER PVT LTD,mca
MADRAS ATOMIC POWER STATION,power
MADRAS FERTILIZERS LTD,mca
MADRAS SILKS INDIA PVT LTD,mca
MADRAS STOCK EXCHANGE,broking
MADRAS SUGARS LIMITED,power
MADURA MICRO FINANCE LIMITED,nbfc
MADURAI DISTRICT CENTRAL COOPERATIVE BANK,bank
MADURAI MUNICIPAL WASTE PROCESSING CO PVT LTD,mca
MADURAI TUTICORIN EXPRESSWAYS LTD,mca
MAERSK LINE,vahan
MAF CLOTHING PVT LTD,mca
MAFATLAL INDUSTRIES LTD,mca
MAGADH INDUSTRIES PVT LTD,mca
MAGAL ENGG TECH PVT LTD,mca
MAGANAHALLI INDUSTRIES,vahan
MAGARPATTA CITY DEVELOPMENT CO PVT LTD,mca
MAGARPATTA TOWNSHIP DEVELOPMENT ANDCONSTRUCTION CO LTD,mca
MAGELLAN AEROSPACE TUMKUR PVT LTD,mca
MAGIC EYE DEVELOPERS PVT LTD,mca
MAGIC SOFTWARE PVT LTD,mca
MAGMA FINCORP LIMITED,nbfc
MAGMA FINCORP LTD,mca
MAGMA HDI GENERAL INSURANCE CO LTD,mca
MAGMA HDI GENERAL INSURANCE COMPANY LIMITED,nbfc
MAGMA ITL FINANCE LTD,mca
MAGNA WAREHOUSING AND DISTRIBUTION PVT LTD,mca
MAGNUM EQUITY BROKING,broking
MAGNUM EQUITY SERVICES,broking
MAGNUM POWER GENERATION LTD,mca
MAGNUM SPINNING MILLSS INDIA PVT LTD,mca
MAGNUM VENTURES LTD,mca
MAGPIE HYDEL CONSTRUCTION OPERATIONINDUSTRIES PVT LTD,mca
MAGPPIE INTERNATIONAL LTD,mca
MAHA HOTEL PROJECTS PVT LTD,mca
MAHA LAXMI ENGINEERING WORKS JAGTIAL,vahan
MAHA SHIVA AUTOMOBILES,vahan
MAHAAN PROTEINS LTD,mca
MAHAAN TRACTOR,vahan
MAHABALI INNOVATIVE TECHNOLOGIES PVT LTD,mca
MAHABALI SHETI AUJARE,vahan
MAHABALI TRAILER,vahan
MAHABHADRA CONSTRUCTIONS LTD,mca
MAHABHARAT MOTORS MANUFACTURING CO PVT LTD,mca
MAHABIR COKE INDUSTRIES PVT LTD,mca
MAHABIR INDUSTRIES,vahan
MAHABOOB TRACTOR ENGG WORKS,vahan
MAHABUBNAGAR SOLAR PARKS PRIVATE LIMITED,power
MAHADESHWARA TRAILERS,vahan
MAHADEV AGRO IND,vahan
MAHADEV ENGG WORKS,vahan
MAHADEV TRAILERS,vahan
MAHAGENCO,power
MAHAGUN HOTELS PVT LTD,mca
MAHAGUN INDIA PVT LTD,mca
MAHAKALESHWAR TOLLWAYS PVT LTD,mca
MAHAKALI ENGINEERING WORKS,vahan
MAHAKALI INDUSTRIES,vahan
MAHAKALI PLASTI WEAVE PVT LTD,mca
MAHALAKSHMI AGRO WORKS SIDDIPET,vahan
MAHALAKSHMI COOPERATIVE BANK UDUPI,bank
MAHALAKSHMI INDUSTRIES,vahan
MAHALAXMI AGRO,vahan
MAHALAXMI CASTLES AND VILLAS PVT LTD,mca
MAHALAXMI ENGG WORK,vahan
MAHALAXMI ENGINEERING WORKS,vahan
MAHALAXMI POLYPACK PVT LTD,mca
MAHALAXMI VIDYUT PVT LTD,mca
MAHALINGA ENGG INDUSTRIES,vahan
MAHAMAYA AGRO INDUSTRIES,vahan
MAHAMAYA INDUSTRIES,vahan
MAHAMAYA STEEL INDUSTRIES LTD,mca
MAHAN INDUSTRIES LTD,mca
MAHANADI COALFIELDS LTD,mca
MAHANAGAR COOP BANK,bank
MAHANAGAR COOPBANK,bank
MAHANAGAR COOPBANK,bank_test_only
MAHANAGAR COOPERATIVE BANK,bank
MAHANAGAR COOPERATIVE BANK,bank_test_only
MAHANAGAR NAGRIK SAHAKARI BANK,bank
MAHANAGAR NAGRIK SAHAKARI BANK MARYADIT,payments_nach
MAHANAGAR NAGRIK SAHAKARI BANK MYDT,bank
MAHANAGAR TELEPHONE NIGAM LTD,mca
MAHANTESH ENG WORK,vahan
MAHARAHTRA GRAMIN BANK,bank
MAHARAJA COOPERATIVE URBAN BANK,bank
MAHARAJA TRAILER,vahan
MAHARASHTRA AIRPORT DEVELOPMENT CO LTD,mca
MAHARASHTRA CORP LTD,mca
MAHARASHTRA EASTERN GRID POWERTRANSMISSION CO LTD,mca
MAHARASHTRA FILM STAGE AND CULTURALDEVELOPMENT CORP LTD,mca
MAHARASHTRA GRAMIN BANK,bank
MAHARASHTRA GRAMIN BANK,bank_test_only
MAHARASHTRA GRAMIN BANK,payments_npci
MAHARASHTRA GRAMIN BANK,payments_nach
MAHARASHTRA MANTRALAYA AND ALLIED OFFICES COOPERATIVE BANK,bank
MAHARASHTRA NATURAL GAS LTD,mca
MAHARASHTRA POLYBUTENES LTD,mca
MAHARASHTRA POWER TRANSMISSIONSTRUCTURES PVT LTD,mca
MAHARASHTRA SEAMLESS LTDTRANSFERRED FROM DELHI TO MAH,mca
MAHARASHTRA STATE CO OPERATIVE BANK LTD,mca
MAHARASHTRA STATE CO-OPERATIVE BANK LTD,payments_nach
MAHARASHTRA STATE COOP BANK,bank_test_only
MAHARASHTRA STATE COOP BANK,bank
MAHARASHTRA STATE COOPERATIVE BANK,bank_test_only
MAHARASHTRA STATE COOPERATIVE BANK,bank
MAHARASHTRA STATE ELECTRICITYDISTRIBUTION CO LTD,mca
MAHARASHTRA STATE HANDLOOMS CORP LTD,mca
MAHARASHTRA STATE POWER GENERATION CO LTD,mca
MAHARASHTRA STATE POWERLOOMS CORP LTD,mca
MAHARASHTRA STATE ROAD DEVELOPMENT CORP LTD,mca
MAHARASHTRA STATE TEXTILE CORP LTD,mca
MAHARASHTRA TRANSMISSION COMMUNICATIONINFRASTRUCTURE LTD,mca
MAHARASTRA SCOOTER,vahan
MAHARISHI SOLAR TECHNOLOGY PVT LTD,mca
MAHARISHI TECHNOLOGY CORP PVT LTD,mca
MAHASHIV AUTOMOBILE,vahan
MAHATI HYDRO POWER PROJECTS PVT LTD,mca
MAHATI HYDRO POWER VIDHARBHA PVT LTD,mca
MAHATMA FULE URBAN CO OP BANK LTD AMRAVATI,payments_nach
MAHAVEER CO OP URBAN BANK LTD,payments_nach
MAHAVIR AGRO EQUIPMENTS,vahan
MAHAVIR AGRO INDUSTRIES,vahan
MAHAVIR ENGINEERING WORKS,vahan
MAHAVIR GLOBAL COAL LTD,mca
MAHAVIR INDUSTRIES,vahan
MAHAVIR ROADS AND INFRASTRUCTURE PVT LTD,mca
MAHAVIR STONE CRUSHING PVT LTD,mca
MAHAVIR TRACTOR AND IMPLEMENTS,vahan
MAHEBOOB AUTO ENGIN WORKS,vahan
MAHEBOOB KHAN ENGG WORKS,vahan
MAHENDRA BROTHERS EXPORTS PVT LTD,mca
MAHENDRA ENGINEERING WORKS,vahan
MAHENDRA SPONGE AND POWER LTD,mca
MAHESH ENGINEERING WORKS,vahan
MAHESH FARMS PVT LTD,mca
MAHESH INDUSTRIES,vahan
MAHESH SAHAKARI BANK LTD PUNE,payments_nach
MAHESH SAHAKARI BANK PUNE,bank_test_only
MAHESH SAHAKARI BANK PUNE,bank
MAHESH TRAILOR,vahan
MAHESH URBAN CO OP BANK LTD AHMEDPUR,payments_nach
MAHESH URBAN CO OP BANK LTD PARBHANI,payments_nach
MAHESH URBAN CO OP BANK LTD SOLAPUR,payments_nach
MAHESH URBAN COOP BANK ; PARBHANI,bank
MAHESHWARI MEGA VENTURES LTD,mca
MAHESHWARI TECHNICAL & FINANCIAL SERVICES,broking
MAHESHWARY ISPAT LTD,mca
MAHI ENTERPRISES,vahan
MAHILA CO OP NAGARIK BANK LTD BHARUCH,payments_nach
MAHILA CO-OPERATIVE BA,payments_nach
MAHILA NAGRIK SAHAKARI BANK MARYADIT MAHASAMUND,payments_nach
MAHILA NAGRIK SAHAKARI BANK MARYADIT MAHASAMUND CG,bank
MAHIMA AGRICULTURE INDUSTRY,vahan
MAHIMA ENGINEERING,vahan
MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD,nbfc
MAHINDRA AEROSPACE PVT LTD,mca
MAHINDRA AEROSTRUCTURES PVT LTD,mca
MAHINDRA AND MAHINDRA,vahan
MAHINDRA AND MAHINDRA FARM MACHINERY DIVISION,vahan
MAHINDRA AND MAHINDRA FINANCIAL SERVICES LTD,mca
MAHINDRA AND MAHINDRA FINANCIALSERVICES LTD,mca
MAHINDRA AND MAHINDRA LTD,mca
MAHINDRA AND MAHINDRA TRACTORS,vahan
MAHINDRA AUTO STEEL PVT LTD,mca
MAHINDRA CIE AUTOMOTIVE LTD,mca
MAHINDRA DEFENCE SYSTEMS,vahan
MAHINDRA ENGINEERING AND CHEMICALPRODUCTS LTD,mca
MAHINDRA EPC IRRIGATION LTD,mca
MAHINDRA FIRST CHOICE SERVICES LTD,mca
MAHINDRA FIRST CHOICE WHEELS LTD,mca
MAHINDRA GEARS AND TRANSMISSIONS PVT LTD,mca
MAHINDRA GUJARAT TRACTOR,vahan
MAHINDRA HOLDINGS LTD,mca
MAHINDRA HOLIDAYS AND RESORTS INDIA LTD,mca
MAHINDRA INTEGRATED TOWNSHIP LTD,mca
MAHINDRA INTERTRADE LTD,mca
MAHINDRA LIFESPACE DEVELOPERS LTD,mca
MAHINDRA MARINE PVT LTD,mca
MAHINDRA NAVISTAR AUTOMOTIVES,vahan
MAHINDRA NISSAN ALLWYN,vahan
MAHINDRA RENAULT,vahan
MAHINDRA REVA ELECTRIC VEHICLES,vahan
MAHINDRA RURAL HOUSING FINANCE LIMITED,nbfc
MAHINDRA RURAL HOUSING FINANCE LTD,mca
MAHINDRA STEEL SERVICE CENTRE LTD,mca
MAHINDRA SUSTEN PVT LTD,mca
MAHINDRA TELEPHONICS INTEGRATED SYSTEMS LTD,mca
MAHINDRA TRUCKS AND BUSES LTD,mca
MAHINDRA TSUBAKI CONVEYOR SYSTEMS PVT LTD,mca
MAHINDRA TWO WHEELERS,vahan
MAHINDRA TWO WHEELERS LTD,mca
MAHINDRA VEHICLE MANUFACTURER,vahan
MAHINDRA VEHICLE MANUFACTURERS LTD,mca
MAHINDRA WORLD CITY DEVELOPERS LTD,mca
MAHINDRA WORLD CITY JAIPUR LTD,mca
MAHLE ANAND THERMAL SYSTEMS PVT LTD,mca
MAHMOOD ENGINEERING WORKS,vahan
MAHOBA URBAN CO OP BANK LTD MAHOBA,payments_nach
MAHTAB BODY MAKER,vahan
MAHUAA MEDIA PVT LTD,mca
MAHYCO MONSANTO BIOTECH INDIA PVT LTD,mca
MAIL TODAY NEWSPAPERS PVT LTD,mca
MAILARALINGESHWAR AGRICULTURE,vahan
MAILHEM ENVIRONMENT PVT LTD,mca
MAINETTI INDIA PVT LTD,mca
MAINPURI POWER TRANSMISSION PVT LTD,mca
MAIT S P A,vahan
MAITHAN ALLOYS LTD,mca
MAITHAN ISPAT LTD,mca
MAITHON POWER LIMITED,power
MAITHON POWER LTD,power
MAITRA COMMODITIES,broking
MAIVA PHARMA PVT LTD,mca
MAIYAS BEVERAGES AND FOODS PVT LTD,mca
MAJESTIC AUTO,vahan
MAJESTIC HOTELS LTD,mca
MAK HOTELS AND RESORTS PVT LTD,mca
MAKALU TRADING LTD,mca
MAKAR JYOTHI AGRO INDUSTRIES,vahan
MAKARPURA INDUSTRIAL ESTATE COOP BANK,bank
MAKEMYTRIP,payments_upi_apps
MAKER,vahan
MAKERS DEVELOPMENT SERVICES PVT LTD,mca
MAKEVALE ACRYLICS PVT LTD,mca
MALABAR CEMENTS LTD,mca
MALABAR GOLD PVT LTD,mca
MALABAR HOTELS PVT LTD,mca
MALABAR INSTITUTE OF MEDICAL SCIENCESLTD,mca
MALAD SAHAKARI BANK,bank
MALAD SAHAKARI BANK,bank_test_only
MALANA POWER CO LTD,mca
MALAUDH AGRO LTD,mca
MALAV HOLDINGS PVT LTD,mca
MALAXMI HIGHWAY PVT LTD,mca
MALAXMI WIND POWER,power
MALAYALAM COMMUNICATIONS LTD,mca
MALAYALAM INDUSTRIES LTD,mca
MALBROS HOLDINGS PVT LTD,mca
MALCO ENERGY LTD,mca
MALDA DISTRICT CENTRAL CO OP BANK LTD,payments_nach
MALEGAON MANMAD KOPARGAON INFRASTRUCTURE AND TOLL ROAD PVT LTD,mca
MALHOTRA ENGINEERING WORKS,vahan
MALHOTRA VEHICLE MANUFACTURING,vahan
MALI ENTERPRISES,vahan
MALIK ENGINEERING WORKS,vahan
MALIK REHAN INDUSTRIES,vahan
MALIRAM MAKHARIA FINSTOCK,broking
MALKAPUR URBAN CO OP BANK,bank
MALKAPUR URBAN CO OPERATIVE BANK MALKAPUR,bank
MALKAPUR URBAN CO-OP BANK,payments_nach
MALKAPUR URBAN COOP BANK,bank_test_only
MALKAPUR URBAN COOP BANK,bank
MALKIT AGRO INDUSTRIES,vahan
MALKIT AGRO TECH,vahan
MALKIT AGROTECH,vahan
MALLADI DRUGS AND PHARMACEUTICALS LTD,mca
MALLESHA ENGINEERING,vahan
MALLIKARJUNA AGRO ENGG WORKS,vahan
MALPE MANIPAL BUILDERS PVT LTD,mca
MALTESH ENG WORKS,vahan
MALTESH INDUSTRIES,vahan
MALU PAPER MILLS LTD,mca
MALVINA DEVELOPERS PVT LTD,mca
MALVIYA URBAN CO OP BANK LTD,payments_nach
MALVIYA URBAN COOPERATIVE BANK,bank
MALWA COTTON SPINNING MILLS LTD,mca
MALWA INDUSTRIES LTD,mca
MALWA SOLAR POWER GENERATION PRIVATE LIMITED,power
MAMATHA ENGG WORKS,vahan
MAMTA AGRO INDUSTRIES,vahan
MAN INDUSTRIES INDIA LTD,mca
MAN INFRACONSTRUCTION LTD,mca
MAN INFRAPROJECTS LTD,mca
MAN TRUCK AND BUS INDIA PVT LTD,mca
MAN TRUCKS INDIA,vahan
MANAJ TOLLWAY PVT LTD,mca
MANAK AGRO TECH,vahan
MANAKSIA LTD,mca
MANALI PETROCHEMICALS LTD,mca
MANALI TRADING & HOLDINGS,broking
MANAPPURAM ASSET FINANCE LTD,mca
MANAPPURAM FINANCE LIMITED,nbfc
MANAPPURAM FINANCE LTD,mca
MANAPPURAM HEALTH CARE LTD,mca
MANAPPURAM HOME FINANCE LIMITED,nbfc
MANAPPURAM JEWELLERS LTD,mca
MANASA AGRO WORKS MAHABUBNAGAR,vahan
MANASA ENGG AND FABRICATION WORKS,vahan
MANASA ENGINEERING WORKS,vahan
MANASHA TRAILOR WORKS,vahan
MANASHVI SECURITIES,broking
MANAV INFRASTRUCTURE PVT LTD,mca
MANBA FINANCE LIMITED,nbfc
MANCHUKONDA PRAKASHAM INDUSTRIES INDIA PVT LTD,mca
MANDAKINI COAL CO LTD,mca
MANDAL ENGINEERING WORKS,vahan
MANDO AUTOMOTIVE INDIA PVT LTD,mca
MANDOT SECURITIES,broking
MANDOVI MINERALS PVT LTD,mca
MANDVI NAGRIK SAHAKARI BANK,bank
MANDYA DISTRICT CO OP CENTRAL BANK LTD,payments_nach
MANEESH PHARMACEUTICALS LTD,mca
MANESAR STEEL PROCESSING INDIA PVT LTD,mca
MANGAL ELECTRICAL INDUSTRIES PVT LTD,mca
MANGAL KESHAV FINANCIAL SERVICES,broking
MANGAL KESHAV FINANCIAL SERVICES LLP,broking
MANGAL KESHAV SECURITIES,broking
MANGAL PULSES PVT LTD,mca
MANGALA IMPLEMENTS,vahan
MANGALAGIRI TEXTILE MILLS PVT LTD,mca
MANGALAM AGENCY,vahan
MANGALAM CEMENT LTD,mca
MANGALAM DRUGS AND ORGANICS LTD,mca
MANGALAM FASHIONS LIMITED,power
MANGALAM TIMBER PRODUCTS LTD,mca
MANGALDAI NAGAR SAMABAI BANK LTD,payments_nach
MANGALORE CATHOLIC COOPERATIVE BANK,bank
MANGALORE CHEMICALS AND FERTILISERS LTD,mca
MANGALORE COOPERATIVE TOWN BANK,bank
MANGALORE ELECTRICITY SUPPLY CO LTD,mca
MANGALORE INTERNET CITY PVT LTD,mca
MANGALORE SEZ LTD,mca
MANGLAM ALLOYS AND ISPAT PVT LTD,mca
MANGLAM BUILD DEVELOPERS LTD,mca
MANGLAM MULTIPLEX PVT LTD,mca
MANI ENGENEERING INDUSTRIES,vahan
MANI TRAILERS,vahan
MANIAR AND COMPANY,vahan
MANIAR ENGIN,vahan
MANIAR TRAILER,vahan
MANICAM TRAILERS,vahan
MANICKAVEL EDIBLE OILS PVT LTD,mca
MANIKA MOULDS PVT LTD,mca
MANIKANTA ENGINEERING WORK SHOP,vahan
MANIKANTA TRAILER,vahan
MANIKANTHA ENGINEERING WORKS MANCHERIAL,vahan
MANIKARAN POWER LTD,mca
MANINAGAR CO OP BANK LTD,payments_nach
MANIPAL CURE AND CARE PVT LTD,mca
MANIPAL EDUCATION AND MEDICAL GROUPINDIA PVT LTD,mca
MANIPAL GLOBAL EDUCATION SERVICES PVT LTD,mca
MANIPAL HEALTH ENTERPRISES PVT LTD,mca
MANIPAL HEALTH SYSTEMS PVT LTD,mca
MANIPAL TECHNOLOGIES LTD,mca
MANIPAL UTILITY PACKAGING SOLUTIONS PVT LTD,mca
MANIPUR RURAL BANK,payments_nach
MANIPUR RURAL BANK,bank
MANISH BUILDWELL PVT LTD,mca
MANISH ENGINEERING WORKS,vahan
MANISH EV INTERNATIONAL,vahan
MANISH STEEL INDUSTRIES,vahan
MANISHA AGRI BIOTECH PVT LTD,mca
MANITA CITY MOTORS LLP,vahan
MANITOU EQUIPMENT INDIA,vahan
MANITOWOC INDIA,vahan
MANIYAR AGRO INDUSTRIES,vahan
MANIYAR AND COMPANY,vahan
MANJEERA HOTELS AND RESORTS PVT LTD,mca
MANJEERA RETAIL HOLDINGS PVT LTD,mca
MANJEET ENGINEERING WORKS,vahan
MANJERI CO OP URBAN BANK LTD,payments_nach
MANJERI COOP URBAN BANK,bank
MANJILAS AGRO FOODS PVT LTD,mca
MANJRI STUD FARM PVT LTD,mca
MANJU TRAILERS,vahan
MANKIND PHARMA LTD,mca
MANKU AGRO TECH,vahan
MANMOHAN KAUR,vahan
MANN AND HUMMEL FILTER PVT LTD,mca
MANN DESHI MAHILA SAHAKARI BANK MHASWAD,bank
MANN DESHI MAHILA SAHKARI BANK LTD,payments_nach
MANNAN COTTON SPINNING MILL LTD,mca
MANNENSMANN GERMANY,vahan
MANOG SECURITIES,broking
MANOJ AGRO EQUIPMENTS,vahan
MANOJ ENGINEERING WORKS,vahan
MANOJ JAVERI STOCK BROKING,broking
MANORAMA CO OP BANK LTD SOLAPUR,payments_nach
MANPREET AGRO INDUSTIRES NABHA,vahan
MANPREET AGRO INDUSTRIES,vahan
MANRAJ JEWELLERS PVT LTD,mca
MANSAROVAR PAPER AND INDUSTRIES LTD,mca
MANSAROVAR URBAN CO OP BANK LTD,payments_nach
MANSI BIJLEE AND RICE MILLS LTD,mca
MANSI REALTY PVT LTD,mca
MANSI SHARE & STOCK ADVISORS,broking
MANSING CO OP BANK LTD,payments_nach
MANSING COOP BANK DUDHONDI,bank
MANSUKH SECURITIES & FINANCE,broking
MANTORA OIL PRODUCTS PVT LTD,mca
MANTRI DEVELOPERS PVT LTD,mca
MANTRI REALTY LTD,mca
MANU ENGG WORKS,vahan
MANU INDUSTRIES,vahan
MANU TRAILORS,vahan
MANUBHAI MANGALDAS SECURITIES,broking
MANVI ADAM ENGINEERING WORKS GADWAL,vahan
MANVI PATTANA SOUHARDA SAHAKARI BANK NI,bank
MANVI PATTANA SOUHARDA SAHAKARI BANK NI,payments_nach
MANYATA DEVELOPERS PVT LTD,mca
MANYATA PROJECTS PVT LTD,mca
MANYATA PROMOTERS PVT LTD,mca
MAPEX INFRASTRUCTURE PVT LTD,mca
MAPLE RENEWABLE POWER PVT LTD,mca
MAPSKO BUILDERS PVT LTD,mca
MARAL OVERSEAS LTD,mca
MARASA HOSPITALITY PVT LTD,mca
MARATHA CO OP BANK LTD,payments_nach
MARATHA COOPERATIVE BANK BELGAUM,bank
MARATHON NEXTGEN REALTY LTD,mca
MARATHON REALTY PVT LTD,mca
MARATHWADA KRUSHI UDYOG,vahan
MARATHWADA QUALITY TRAILER,vahan
MARC SANITATION PVT LTD,mca
MARCK SECURITIES,broking
MARELLI MOTHERSON AUTO SUSPENSION PARTS PVT LTD,mca
MARELLI POWERTRAIN INDIA PVT LTD,mca
MARELLI TALBROS CHASSIS SYSTEMS PVT LTD,mca
MARELLI UM ELECTRONIC SYSTEMS PVT LTD,mca
MARFATIA STOCK BROKING,broking
MARG LTD,mca
MARGADARSI MARKETING PVT LTD,mca
MARGDARSHAK FINANCIAL SERVICES LTD,mca
MARICO LTD,mca
MARINA HOME INTERIORS RETAIL NETWORK PVT LTD,mca
MARINE DRIVE HOSPITALITY AND REALTY PVT LTD,mca
MARINE INFRASTRUCTURE GOA PVT LTD,mca
MARINE NAVAIDS AND SOLAR AUTO,vahan
MARIS ENGINEERING,vahan
MARJAN MOTORS PVT LTD,mca
MARKET CREATORS,broking
MARKET SIMPLIFIED INDIA LTD,mca
MARKET-HUB STOCK BROKING,broking
